,age,workclass,fnlwgt,education,education_num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
5961,58,Private,197467,HS-grad,18,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,23073,482,35,Holand-Netherlands
5962,75,Local-gov,70823,HS-grad,2,Never-married,Adm-clerical,Own-child,White,Female,24503,278,39,South
5963,47,State-gov,81824,HS-grad,10,Married-civ-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0,2393,42,Portugal
5964,69,Private,177745,HS-grad,19,Never-married,Other-service,Unmarried,White,Female,26880,3097,45,Nicaragua
5965,78,Private,173587,Some-college,3,Widowed,Adm-clerical,Unmarried,Other,Female,13783,935,32,El-Salvador
5966,66,State-gov,193360,11th,17,Married-civ-spouse,Sales,Not-in-family,Other,Female,10552,1155,6,Honduras
5967,33,Local-gov,191103,HS-grad,15,Never-married,Prof-specialty,Own-child,Other,Female,15301,4380,53,Taiwan
5968,56,Private,143031,Bachelors,18,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,38076,83,34,Trinadad&Tobago
5969,83,Private,204114,HS-grad,10,Married-civ-spouse,Adm-clerical,Own-child,White,Female,38663,1413,36,Cambodia
5970,24,Private,142009,Some-college,11,Married-spouse-absent,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,5149,2378,54,England
5971,47,Private,191409,11th,11,Never-married,Protective-serv,Wife,White,Female,951,2408,33,Laos
5972,63,Private,63422,Some-college,8,Divorced,Sales,Not-in-family,Black,Female,0,980,39,Hong
5973,39,Private,171703,Some-college,19,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,30773,1379,35,Scotland
5974,27,Private,221892,HS-grad,9,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,11450,1783,56,Peru
5975,43,Private,120499,HS-grad,11,Married-civ-spouse,Adm-clerical,Not-in-family,Other,Female,18256,3277,22,South
5976,33,Private,130579,Some-college,11,Never-married,Prof-specialty,Not-in-family,Other,Female,31668,145,60,Peru
5977,50,Private,291710,Bachelors,17,Married-civ-spouse,Other-service,Not-in-family,Other,Female,19754,3493,60,Philippines
5978,62,Private,107494,Some-college,16,Separated,Adm-clerical,Own-child,White,Female,36196,4340,32,Jamaica
5979,70,Private,327264,Some-college,5,Divorced,Adm-clerical,Wife,White,Female,29076,982,36,Iran
5980,78,Private,116154,Assoc-voc,10,Never-married,Machine-op-inspct,Own-child,White,Female,14037,3321,33,El-Salvador
5981,67,Private,162028,Masters,8,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,263,1198,35,India
5982,66,Federal-gov,35103,HS-grad,14,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,22063,2178,36,Scotland
5983,72,Private,152913,Doctorate,14,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Female,13355,2621,36,Scotland
5984,19,Private,228975,HS-grad,13,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,0,112,40,India
5985,66,Private,26214,11th,16,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,19692,321,44,Dominican-Republic
5986,77,Private,166956,Assoc-voc,9,Widowed,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,18347,3560,8,China
5987,88,Private,312852,Assoc-voc,8,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,29927,3205,33,France
5988,87,Private,166224,HS-grad,18,Divorced,Prof-specialty,Unmarried,Other,Female,15028,4286,32,Japan
5989,37,Local-gov,236604,Bachelors,8,Widowed,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,27301,1913,46,Vietnam
5990,32,Private,171045,HS-grad,10,Never-married,Prof-specialty,Other-relative,White,Female,24781,242,40,Taiwan
5991,54,Private,195605,HS-grad,15,Never-married,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,3064,2645,43,Ireland
5992,19,Private,196249,Masters,10,Divorced,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,33999,3882,45,Cambodia
5993,35,Private,177397,HS-grad,10,Divorced,Other-service,Unmarried,Other,Female,15971,864,14,Germany
5994,30,Local-gov,53202,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,5957,4238,41,El-Salvador
5995,61,Local-gov,176952,HS-grad,11,Married-AF-spouse,Exec-managerial,Own-child,White,Female,20105,987,52,Ireland
5996,27,State-gov,38107,Bachelors,11,Married-civ-spouse,Exec-managerial,Own-child,Other,Female,18204,2049,36,Iran
5997,37,Private,99645,HS-grad,11,Never-married,Prof-specialty,Own-child,White,Female,2872,95,38,Thailand
5998,46,Private,153837,10th,9,Separated,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,19589,2216,14,Holand-Netherlands
5999,21,Private,283320,HS-grad,11,Married-spouse-absent,Adm-clerical,Own-child,Asian-Pac-Islander,Female,31872,4047,34,Scotland
6000,57,Self-emp-inc,122429,HS-grad,8,Married-civ-spouse,Sales,Not-in-family,Black,Female,12463,473,50,South
6001,75,Private,258282,HS-grad,12,Separated,Sales,Unmarried,Other,Female,6760,2075,51,Peru
6002,53,Self-emp-not-inc,297859,HS-grad,8,Never-married,Prof-specialty,Unmarried,Black,Female,40858,3141,40,Ireland
6003,57,Private,90759,Some-college,12,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,18010,1293,32,El-Salvador
6004,59,Private,159094,HS-grad,5,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,60,Outlying-US(Guam-USVI-etc)
6005,22,Local-gov,293151,HS-grad,8,Never-married,Other-service,Unmarried,Black,Female,0,4278,93,Cuba
6006,67,Private,263618,HS-grad,12,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,294,13,France
6007,29,Private,190854,10th,9,Divorced,Sales,Own-child,White,Female,3064,4088,13,Trinadad&Tobago
6008,52,Federal-gov,18342,Masters,17,Separated,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,9458,780,58,Outlying-US(Guam-USVI-etc)
6009,50,Private,257979,Assoc-voc,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,81,2844,40,Japan
6010,54,Private,115935,Bachelors,9,Never-married,Prof-specialty,Unmarried,Black,Female,30033,1049,19,Yugoslavia
6011,51,Private,170142,Bachelors,17,Divorced,Adm-clerical,Not-in-family,Black,Female,6655,1029,43,Cambodia
6012,23,Private,150887,Some-college,1,Separated,Tech-support,Not-in-family,Black,Female,15765,2705,49,Italy
6013,22,Private,147835,Some-college,17,Married-civ-spouse,Sales,Unmarried,Black,Female,37966,3951,1,Ireland
6014,50,Private,274800,HS-grad,11,Divorced,Exec-managerial,Own-child,Black,Female,27022,2147,38,Puerto-Rico
6015,49,Private,130656,Masters,8,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,Female,11450,2474,44,Poland
6016,56,Private,188749,Assoc-acdm,10,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,226,47,Thailand
6017,83,Self-emp-not-inc,156753,Some-college,8,Divorced,Sales,Unmarried,Black,Female,16180,899,38,Hong
6018,50,Private,273367,Bachelors,3,Never-married,Adm-clerical,Not-in-family,Other,Female,37481,4074,34,Greece
6019,46,Private,89479,HS-grad,4,Married-civ-spouse,Other-service,Unmarried,White,Female,39092,2226,36,Canada
6020,30,Private,15309,HS-grad,9,Widowed,Adm-clerical,Unmarried,Black,Female,21314,1513,33,El-Salvador
6021,77,Private,241973,Some-college,10,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,40419,1618,40,United-States
6022,55,Private,312483,Assoc-voc,8,Divorced,Machine-op-inspct,Not-in-family,White,Female,3955,1740,33,Poland
6023,72,Private,290177,HS-grad,13,Divorced,Adm-clerical,Wife,Other,Female,28248,640,36,Vietnam
6024,80,Private,114031,Some-college,17,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Female,28824,13,49,Ecuador
6025,37,Private,75722,Some-college,3,Married-civ-spouse,Adm-clerical,Own-child,Other,Female,1243,613,34,Canada
6026,18,Private,188621,12th,4,Widowed,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,24700,977,37,China
6027,26,Private,112116,Assoc-acdm,18,Separated,Sales,Unmarried,White,Female,25239,4492,39,Taiwan
6028,24,Private,27511,Some-college,8,Widowed,Prof-specialty,Wife,Black,Female,31553,284,45,Thailand
6029,87,Private,169740,Some-college,9,Divorced,Prof-specialty,Unmarried,Black,Female,25190,4471,29,Puerto-Rico
6030,47,Private,284259,HS-grad,17,Never-married,Adm-clerical,Not-in-family,Other,Female,15193,3850,40,Honduras
6031,39,Private,156289,HS-grad,19,Divorced,Other-service,Other-relative,White,Female,7821,1031,13,Portugal
6032,54,Local-gov,135196,Bachelors,14,Never-married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,16677,3661,43,Trinadad&Tobago
6033,26,Self-emp-inc,162767,HS-grad,11,Never-married,Adm-clerical,Not-in-family,Black,Female,32580,4150,39,Vietnam
6034,36,Private,127721,HS-grad,9,Widowed,Sales,Own-child,Amer-Indian-Eskimo,Female,25394,606,49,Ireland
6035,65,Private,265540,Bachelors,10,Widowed,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,34372,1433,55,Italy
6036,68,State-gov,126589,HS-grad,17,Married-civ-spouse,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,3847,2817,96,Dominican-Republic
6037,70,Local-gov,113073,Assoc-acdm,9,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,36125,45,47,Honduras
6038,42,State-gov,164953,HS-grad,15,Divorced,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,24352,1052,40,Haiti
6039,88,Private,201120,HS-grad,14,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Female,35445,3784,33,Portugal
6040,43,Private,34345,HS-grad,17,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,23381,2989,25,Hungary
6041,32,Private,210857,Masters,10,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,17695,4295,48,Vietnam
6042,67,Federal-gov,156268,Some-college,9,Never-married,Sales,Not-in-family,Black,Female,40274,0,34,Greece
6043,19,Self-emp-inc,134958,Bachelors,7,Never-married,Sales,Unmarried,White,Female,37598,2593,35,India
6044,48,Private,170238,HS-grad,19,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,39551,212,39,Peru
6045,63,Private,107545,HS-grad,19,Divorced,Prof-specialty,Unmarried,Other,Female,5547,1174,41,Iran
6046,39,Private,241988,Some-college,11,Never-married,Prof-specialty,Own-child,Black,Female,41292,3512,38,Thailand
6047,56,Private,128828,Masters,8,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,39088,4462,45,France
6048,90,Private,32935,HS-grad,10,Separated,Adm-clerical,Not-in-family,White,Female,30862,2576,26,Laos
6049,75,Private,172968,Bachelors,10,Never-married,Sales,Not-in-family,Other,Female,9774,1890,34,Germany
6050,31,Private,101384,HS-grad,3,Never-married,Exec-managerial,Not-in-family,White,Female,9239,946,33,United-States
6051,52,Local-gov,52717,Assoc-acdm,9,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,14445,2255,35,South
6052,80,Private,263914,Some-college,1,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,4440,847,48,El-Salvador
6053,52,Private,269122,11th,11,Divorced,Adm-clerical,Wife,White,Female,41080,3142,61,Greece
6054,28,Private,356943,Bachelors,3,Never-married,Exec-managerial,Unmarried,Other,Female,13717,4436,37,Guatemala
6055,51,Private,93462,Assoc-voc,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,19704,1492,55,England
6056,83,State-gov,252190,Some-college,8,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,12923,3648,43,South
6057,80,Private,286635,11th,10,Widowed,Exec-managerial,Own-child,Asian-Pac-Islander,Female,14523,3488,38,Japan
6058,81,Private,166229,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,37844,547,37,France
6059,61,Private,48589,Some-college,11,Separated,Other-service,Not-in-family,White,Female,28598,841,2,Yugoslavia
6060,21,State-gov,205950,Bachelors,2,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,14825,1159,42,Cambodia
6061,80,Self-emp-not-inc,48847,Some-college,11,Widowed,Sales,Unmarried,Other,Female,32685,3072,32,Honduras
6062,49,Private,28455,Masters,8,Married-civ-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,1011,3063,46,Greece
6063,74,Federal-gov,217915,Some-college,17,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,18547,798,43,Vietnam
6064,25,Local-gov,303950,HS-grad,10,Widowed,Adm-clerical,Other-relative,Other,Female,18690,1175,27,Germany
6065,89,Federal-gov,119904,HS-grad,9,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,13257,2231,42,Nicaragua
6066,72,Private,115738,HS-grad,10,Never-married,Sales,Not-in-family,White,Female,27719,4213,44,Outlying-US(Guam-USVI-etc)
6067,52,Private,64606,9th,15,Divorced,Sales,Unmarried,White,Female,29322,3382,46,Poland
6068,43,Private,280837,Assoc-voc,12,Divorced,Prof-specialty,Not-in-family,White,Female,35039,3782,78,Haiti
6069,64,Private,165807,Some-college,17,Divorced,Sales,Own-child,White,Female,19861,4254,33,Vietnam
6070,25,Private,30055,11th,15,Divorced,Sales,Own-child,Other,Female,15544,2670,40,Portugal
6071,21,State-gov,137068,Assoc-voc,14,Never-married,Adm-clerical,Not-in-family,White,Female,17427,2648,59,El-Salvador
6072,37,Private,235354,Some-college,11,Divorced,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,19063,3376,46,Hungary
6073,45,Private,288070,7th-8th,14,Divorced,Other-service,Unmarried,Other,Female,40999,4333,32,South
6074,63,Private,106922,Bachelors,14,Divorced,Exec-managerial,Unmarried,Other,Female,13918,1435,49,Ireland
6075,35,Private,199935,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,29145,2876,40,South
6076,51,Private,194226,HS-grad,19,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,28601,4197,40,Trinadad&Tobago
6077,42,Private,135065,HS-grad,8,Never-married,Prof-specialty,Unmarried,White,Female,30684,2438,9,Haiti
6078,89,Self-emp-not-inc,176083,Assoc-voc,11,Never-married,Prof-specialty,Own-child,Black,Female,38350,2531,20,Honduras
6079,65,Private,165934,HS-grad,14,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,18705,23,55,Dominican-Republic
6080,30,State-gov,86513,HS-grad,17,Never-married,Tech-support,Not-in-family,Other,Female,6066,2070,35,Taiwan
6081,32,Private,84981,Some-college,15,Married-spouse-absent,Exec-managerial,Own-child,Black,Female,17389,2467,39,Hong
6082,65,Private,218839,HS-grad,14,Never-married,Prof-specialty,Unmarried,Other,Female,22564,2674,20,Jamaica
6083,32,Private,69162,Bachelors,15,Married-civ-spouse,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,9114,2848,39,Hungary
6084,39,Private,71699,HS-grad,10,Never-married,Craft-repair,Not-in-family,Other,Female,32631,418,54,Guatemala
6085,77,Private,371892,Bachelors,15,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,3381,685,36,Poland
6086,50,Private,296071,Some-college,15,Widowed,Machine-op-inspct,Unmarried,Black,Female,3404,3927,43,Puerto-Rico
6087,44,Private,231848,HS-grad,16,Divorced,Machine-op-inspct,Unmarried,Black,Female,33257,2386,37,Poland
6088,26,Private,194318,HS-grad,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,32921,662,35,Laos
6089,59,Private,170165,Bachelors,10,Never-married,Adm-clerical,Not-in-family,Black,Female,29929,1027,32,Ecuador
6090,86,Private,262533,HS-grad,4,Divorced,Exec-managerial,Own-child,White,Female,5579,1022,42,Hungary
6091,35,State-gov,177810,Masters,10,Divorced,Other-service,Not-in-family,White,Female,33491,298,55,Laos
6092,56,Private,236497,Assoc-voc,8,Divorced,Prof-specialty,Own-child,Other,Female,37158,3654,2,Portugal
6093,88,Private,106636,Some-college,8,Divorced,Other-service,Own-child,Amer-Indian-Eskimo,Female,20706,1939,50,Haiti
6094,87,Private,44959,Some-college,9,Divorced,Other-service,Unmarried,White,Female,26143,582,38,Taiwan
6095,22,Private,31099,HS-grad,19,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,16873,2428,32,Thailand
6096,38,Private,117155,Bachelors,8,Married-AF-spouse,Prof-specialty,Wife,Black,Female,28457,544,34,Guatemala
6097,61,Private,49998,Assoc-voc,6,Separated,Sales,Not-in-family,White,Female,15217,1839,40,Peru
6098,74,Private,296555,Assoc-acdm,18,Separated,Adm-clerical,Not-in-family,Black,Female,15727,2787,36,Taiwan
6099,65,Private,184934,HS-grad,5,Never-married,Adm-clerical,Wife,Black,Female,34861,3712,39,Cambodia
6100,87,Local-gov,334759,Bachelors,11,Divorced,Exec-managerial,Unmarried,Black,Female,7302,1484,44,Hong
6101,50,Private,139691,HS-grad,12,Never-married,Craft-repair,Unmarried,Other,Female,7860,448,34,Germany
6102,45,State-gov,71663,Bachelors,9,Divorced,Craft-repair,Not-in-family,White,Female,24317,3985,47,Canada
6103,57,Self-emp-not-inc,259282,Masters,9,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,300,1734,29,Yugoslavia
6104,74,Private,139836,Bachelors,2,Never-married,Prof-specialty,Other-relative,White,Female,30696,581,45,Cambodia
6105,30,Private,149413,9th,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,22671,3337,48,Italy
6106,71,Private,52465,Some-college,8,Widowed,Adm-clerical,Not-in-family,Other,Female,14073,3393,41,Columbia
6107,47,Private,361296,Some-college,9,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,7726,3754,61,Italy
6108,24,Private,194385,Assoc-acdm,8,Married-spouse-absent,Other-service,Own-child,White,Female,26691,3169,41,Guatemala
6109,56,Private,151208,HS-grad,4,Divorced,Adm-clerical,Wife,Other,Female,18587,2226,34,Honduras
6110,35,Private,296133,Assoc-acdm,11,Never-married,Adm-clerical,Not-in-family,Black,Female,40917,3830,45,India
6111,22,Local-gov,142662,10th,11,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,33909,106,34,Outlying-US(Guam-USVI-etc)
6112,45,Private,152877,Bachelors,16,Never-married,Handlers-cleaners,Not-in-family,White,Female,22774,561,48,Poland
6113,37,Private,74773,HS-grad,14,Never-married,Prof-specialty,Not-in-family,Other,Female,21120,0,57,Outlying-US(Guam-USVI-etc)
6114,52,Private,53700,HS-grad,18,Divorced,Other-service,Unmarried,White,Female,23613,4346,33,France
6115,35,State-gov,202000,Bachelors,15,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,37238,2206,43,Thailand
6116,31,Local-gov,115525,Bachelors,16,Married-civ-spouse,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,34218,2589,38,Columbia
6117,88,Local-gov,198550,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,0,646,46,Portugal
6118,43,Private,41296,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,23882,2016,33,Mexico
6119,65,Private,126421,Masters,9,Divorced,Adm-clerical,Unmarried,White,Female,38298,1092,48,Puerto-Rico
6120,58,Private,93887,Bachelors,8,Never-married,Other-service,Not-in-family,White,Female,7517,301,46,Iran
6121,41,Private,243751,HS-grad,16,Divorced,Adm-clerical,Not-in-family,White,Female,10698,3477,47,Nicaragua
6122,61,Private,169968,HS-grad,18,Never-married,Adm-clerical,Not-in-family,Other,Female,33533,2895,37,Puerto-Rico
6123,36,Private,191480,Some-college,8,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Female,8105,131,68,Scotland
6124,37,Private,213280,9th,10,Never-married,Prof-specialty,Other-relative,White,Female,8308,20,40,Japan
6125,52,Private,131902,Doctorate,10,Widowed,Machine-op-inspct,Not-in-family,Other,Female,31484,3568,32,Ecuador
6126,47,Private,162355,Bachelors,10,Married-civ-spouse,Transport-moving,Unmarried,Other,Female,25773,1116,42,Ecuador
6127,47,Private,50173,Some-college,15,Married-civ-spouse,Other-service,Not-in-family,Other,Female,36686,2965,42,Dominican-Republic
6128,75,Private,192257,Some-college,16,Never-married,Sales,Not-in-family,Other,Female,14708,3720,37,England
6129,80,Local-gov,126969,Bachelors,10,Never-married,Exec-managerial,Own-child,Black,Female,35486,4039,36,Greece
6130,19,Private,194914,Some-college,10,Married-civ-spouse,Other-service,Own-child,Amer-Indian-Eskimo,Female,38158,1831,37,Laos
6131,45,Private,168224,HS-grad,10,Widowed,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,34181,3213,46,France
6132,75,Private,162450,11th,9,Married-spouse-absent,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,31792,3138,37,Mexico
6133,65,Local-gov,167444,HS-grad,9,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,35274,4103,42,Portugal
6134,44,Private,124000,HS-grad,16,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,4201,4104,31,Vietnam
6135,33,Private,336765,Bachelors,14,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,35461,113,42,Outlying-US(Guam-USVI-etc)
6136,52,Self-emp-not-inc,110803,Bachelors,6,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,27659,367,20,Haiti
6137,72,Private,173335,Some-college,8,Divorced,Tech-support,Not-in-family,Other,Female,32962,1758,26,Philippines
6138,45,Private,129022,HS-grad,11,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Female,22391,3592,41,Cambodia
6139,54,Private,162840,HS-grad,18,Never-married,Adm-clerical,Unmarried,White,Female,10373,2062,46,Hungary
6140,80,State-gov,180955,Bachelors,4,Divorced,Adm-clerical,Not-in-family,White,Female,2538,131,37,Ecuador
6141,55,Private,102374,Masters,9,Divorced,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,1654,3877,39,South
6142,26,Private,72065,HS-grad,11,Divorced,Prof-specialty,Not-in-family,Other,Female,19939,4336,37,Puerto-Rico
6143,51,Private,118150,1st-4th,8,Divorced,Prof-specialty,Unmarried,Black,Female,18862,789,38,Ecuador
6144,42,Private,164079,Assoc-acdm,9,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,18630,2428,41,England
6145,43,Private,386990,Bachelors,18,Widowed,Priv-house-serv,Unmarried,White,Female,33213,1018,5,Guatemala
6146,24,Private,114061,Masters,16,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,2312,1883,37,Japan
6147,81,Self-emp-not-inc,143587,10th,8,Married-civ-spouse,Exec-managerial,Not-in-family,Other,Female,34357,4213,43,Mexico
6148,66,Private,184496,HS-grad,8,Never-married,Adm-clerical,Not-in-family,Black,Female,0,966,40,Puerto-Rico
6149,40,Private,47073,Masters,16,Married-civ-spouse,Machine-op-inspct,Unmarried,Other,Female,15362,168,38,Jamaica
6150,63,Private,297664,Some-college,9,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,32453,4508,36,United-States
6151,65,Private,310235,Bachelors,8,Divorced,Other-service,Wife,Asian-Pac-Islander,Female,24860,389,17,Jamaica
6152,25,Local-gov,73141,Some-college,8,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,25460,689,41,Peru
6153,24,Private,115555,Masters,19,Never-married,Prof-specialty,Not-in-family,Other,Female,5154,0,35,Portugal
6154,46,Local-gov,329230,HS-grad,10,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,40865,895,45,Laos
6155,74,Private,108481,Bachelors,1,Never-married,Adm-clerical,Own-child,Black,Female,26316,2561,35,England
6156,81,Private,110743,Assoc-voc,14,Divorced,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,16029,981,53,Puerto-Rico
6157,61,Private,276450,Some-college,19,Divorced,Prof-specialty,Wife,Black,Female,38502,0,47,Cuba
6158,29,Private,166339,12th,12,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,34893,308,44,Philippines
6159,84,Private,221122,HS-grad,17,Married-civ-spouse,Adm-clerical,Own-child,White,Female,9249,4438,45,Poland
6160,54,Private,112322,Assoc-acdm,8,Never-married,Machine-op-inspct,Not-in-family,Other,Female,703,862,38,Hong
6161,44,Private,109630,HS-grad,2,Never-married,Craft-repair,Own-child,White,Female,24385,4090,2,United-States
6162,62,Private,106907,Bachelors,8,Never-married,Prof-specialty,Not-in-family,Other,Female,6034,611,26,China
6163,43,Private,107638,Bachelors,8,Widowed,Other-service,Wife,Other,Female,1830,4036,40,Haiti
6164,27,State-gov,298438,Assoc-voc,12,Divorced,Craft-repair,Wife,White,Female,0,98,51,Guatemala
6165,40,Private,150412,Bachelors,1,Married-civ-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,2225,2535,47,Puerto-Rico
6166,33,Private,259828,Bachelors,13,Separated,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,33816,2026,33,El-Salvador
6167,37,Private,338285,Some-college,10,Never-married,Other-service,Own-child,White,Female,2928,3735,38,Nicaragua
6168,64,Private,135240,Bachelors,9,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Female,18242,4326,50,Holand-Netherlands
6169,37,Private,67716,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,7694,1854,8,Puerto-Rico
6170,50,Private,162066,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,1212,2062,61,Ecuador
6171,67,Private,343503,Bachelors,12,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,991,1905,57,Yugoslavia
6172,56,Private,131417,Assoc-voc,14,Never-married,Exec-managerial,Wife,Other,Female,4340,2992,47,Greece
6173,85,Private,105738,Some-college,11,Divorced,Sales,Unmarried,Other,Female,34914,2439,34,Japan
6174,44,State-gov,177789,HS-grad,11,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,1423,43,Mexico
6175,88,Private,155195,HS-grad,3,Widowed,Adm-clerical,Own-child,Black,Female,13107,0,37,United-States
6176,83,Private,72608,Some-college,9,Never-married,Sales,Own-child,White,Female,8213,3375,38,Puerto-Rico
6177,18,Private,51181,HS-grad,11,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,4947,3713,53,Taiwan
6178,38,Private,114507,Some-college,17,Divorced,Adm-clerical,Other-relative,White,Female,4726,1178,32,Hungary
6179,40,Private,311342,HS-grad,12,Married-civ-spouse,Prof-specialty,Own-child,Other,Female,24452,1706,29,Ireland
6180,42,Private,224475,HS-grad,8,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,10738,359,23,Puerto-Rico
6181,20,Self-emp-not-inc,172422,11th,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,4231,2084,35,Portugal
6182,22,Federal-gov,165886,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,15317,4163,1,Holand-Netherlands
6183,23,Private,111308,Some-college,9,Separated,Sales,Wife,Amer-Indian-Eskimo,Female,27233,2475,47,Portugal
6184,31,Private,140424,HS-grad,19,Never-married,Tech-support,Own-child,White,Female,3631,3919,22,Hungary
6185,38,Self-emp-not-inc,140341,Prof-school,11,Married-civ-spouse,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,35571,1003,17,India
6186,71,State-gov,276419,HS-grad,15,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Female,10723,3727,59,Ecuador
