,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,hours-per-week,native-country
4263,44,Self-emp-not-inc,632697,Bachelors,Widowed,Farming-fishing,Unmarried,Other,Female,21,Holand-Netherlands
4264,35,Without-pay,655629,1st-4th,Married-spouse-absent,Prof-specialty,Wife,Other,Male,39,England
4265,84,Private,384674,Prof-school,Never-married,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,95,Dominican-Republic
4266,25,Without-pay,1459473,HS-grad,Married-AF-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,62,Scotland
4267,65,State-gov,1357537,7th-8th,Divorced,Protective-serv,Unmarried,White,Male,74,Ireland
4268,73,Private,1321242,Doctorate,Never-married,Farming-fishing,Husband,Asian-Pac-Islander,Male,51,Haiti
4269,56,Local-gov,1114935,Masters,Never-married,Protective-serv,Other-relative,Asian-Pac-Islander,Female,48,Taiwan
4270,86,Local-gov,158742,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,85,Hungary
4271,74,Without-pay,1290053,HS-grad,Never-married,Prof-specialty,Not-in-family,Other,Female,79,Puerto-Rico
4272,43,Federal-gov,1278732,Preschool,Married-spouse-absent,Farming-fishing,Own-child,Amer-Indian-Eskimo,Female,48,Thailand
4273,46,Federal-gov,1383650,1st-4th,Married-AF-spouse,Tech-support,Not-in-family,Other,Male,93,Poland
4274,20,State-gov,1235792,Bachelors,Married-spouse-absent,Priv-house-serv,Unmarried,Black,Female,38,Peru
4275,40,Private,450396,Assoc-acdm,Married-civ-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,61,Germany
4276,40,Private,1472295,Prof-school,Married-spouse-absent,Craft-repair,Own-child,Other,Female,47,Poland
4277,69,State-gov,908420,Prof-school,Divorced,Adm-clerical,Wife,Asian-Pac-Islander,Male,66,Dominican-Republic
4278,34,Federal-gov,983212,Preschool,Married-civ-spouse,Protective-serv,Wife,Asian-Pac-Islander,Male,69,Honduras
4279,62,State-gov,389201,10th,Divorced,Priv-house-serv,Own-child,Other,Female,29,Germany
4280,21,Federal-gov,262953,Prof-school,Married-civ-spouse,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,32,Italy
4281,60,Without-pay,563058,Assoc-voc, Separated,Handlers-cleaners,Unmarried,White,Female,31,Iran
4282,20,Private,878231,7th-8th,Widowed,Craft-repair,Not-in-family,Black,Male,12,Columbia
4283,55,Self-emp-not-inc,519501,Assoc-voc,Divorced,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,39,Outlying-US(Guam-USVI-etc)
4284,86,Self-emp-not-inc,856596,Assoc-acdm,Married-spouse-absent,Exec-managerial,Own-child,White,Male,33,Italy
4285,21,Federal-gov,1275334,Preschool,Widowed,Tech-support,Other-relative,Asian-Pac-Islander,Female,83,Puerto-Rico
4286,70,Self-emp-inc,534024,HS-grad,Married-spouse-absent,Craft-repair,Own-child,Black,Female,91,Jamaica
4287,53,Private,1339692,5th-6th,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,65,Hungary
4288,19,Self-emp-not-inc,414412,Doctorate,Divorced,Other-service,Husband,Amer-Indian-Eskimo,Female,88,Vietnam
4289,54,Local-gov,216124,Assoc-voc,Divorced,Adm-clerical,Husband,White,Female,61,Mexico
4290,51,Local-gov,540806,Some-college,Married-spouse-absent,Protective-serv,Unmarried,White,Female,87,El-Salvador
4291,77,Self-emp-inc,938571,5th-6th,Widowed,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,84,Japan
4292,20,Local-gov,543313,HS-grad,Widowed,Tech-support,Own-child,Black,Female,1,China
4293,28,Without-pay,1054896,9th, Separated,Other-service,Unmarried,Amer-Indian-Eskimo,Male,68,Ecuador
4294,65,State-gov,1402244,Preschool,Widowed,Armed-Forces,Unmarried,Black,Female,36,Hungary
4295,40,Private,782931,Assoc-acdm,Widowed,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,40,Ecuador
4296,56,Private,1363069,Some-college, Separated,Protective-serv,Unmarried,Other,Female,15,Hungary
4297,36,Without-pay,949381,5th-6th,Married-AF-spouse,Transport-moving,Own-child,Other,Male,81,England
4298,86,Without-pay,434139,11th,Married-AF-spouse,Exec-managerial,Unmarried,Other,Male,24,India
4299,66,State-gov,845624,11th,Divorced,Craft-repair,Unmarried,White,Male,70,Laos
4300,67,Federal-gov,455966,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,5,Haiti
4301,64,State-gov,1272586,Prof-school, Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,4,Haiti
4302,69,Federal-gov,1025354,12th,Divorced,Handlers-cleaners,Other-relative,Other,Male,99,India
4303,60,Private,691925,5th-6th,Divorced,Transport-moving,Own-child,Amer-Indian-Eskimo,Male,63,Peru
4304,84,Self-emp-not-inc,696687,Doctorate,Never-married,Adm-clerical,Unmarried,Black,Female,48,Vietnam
4305,47,Local-gov,20134,Assoc-voc,Widowed,Sales,Unmarried,Black,Male,71,Honduras
4306,67,Self-emp-inc,484891,Bachelors,Divorced,Craft-repair,Not-in-family,White,Male,41,England
4307,32,Without-pay,110895,1st-4th,Married-AF-spouse,Armed-Forces,Not-in-family,Other,Female,11,United-States
4308,85,Self-emp-inc,1376930,Some-college,Never-married,Exec-managerial,Wife,White,Female,8,France
4309,81,State-gov,46446,11th,Never-married,Other-service,Husband,Asian-Pac-Islander,Male,84,Outlying-US(Guam-USVI-etc)
4310,47,Private,633886,Masters,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,5,Peru
4311,21,State-gov,1020827,12th,Married-spouse-absent,Adm-clerical,Husband,Asian-Pac-Islander,Female,48,Philippines
4312,26,Self-emp-not-inc,1154815,HS-grad, Separated,Other-service,Other-relative,Black,Female,40,France
4313,62,Federal-gov,57266,Bachelors, Separated,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,53,Hong
4314,54,Without-pay,498954,7th-8th,Never-married,Transport-moving,Unmarried,Other,Male,97,Nicaragua
4315,79,State-gov,50432,12th,Married-AF-spouse,Farming-fishing,Other-relative,Asian-Pac-Islander,Female,23,Germany
4316,37,Federal-gov,280949,1st-4th,Married-civ-spouse,Craft-repair,Husband,White,Female,94,Taiwan
4317,84,Self-emp-inc,857535,Doctorate,Married-spouse-absent,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,19,Japan
4318,71,Self-emp-not-inc,119894,Doctorate,Never-married,Protective-serv,Unmarried,Asian-Pac-Islander,Male,64,Hungary
4319,69,Self-emp-inc,1196305,HS-grad,Widowed,Transport-moving,Own-child,Black,Female,39,Ecuador
4320,72,State-gov,196932,Bachelors,Married-spouse-absent,Sales,Wife,Other,Female,67,United-States
4321,31,State-gov,1178384,Masters,Married-civ-spouse,Transport-moving,Wife,Black,Female,37,Ecuador
4322,67,Self-emp-inc,1334922,5th-6th,Divorced,Farming-fishing,Other-relative,Asian-Pac-Islander,Female,95,Hong
4323,70,Private,1117064,Some-college,Never-married,Machine-op-inspct,Other-relative,Other,Male,51,Ireland
4324,46,Self-emp-not-inc,188811,1st-4th,Never-married,Farming-fishing,Husband,Asian-Pac-Islander,Male,86,El-Salvador
4325,40,Self-emp-not-inc,288092,Prof-school,Married-spouse-absent,Exec-managerial,Wife,White,Male,19,Canada
4326,90,Private,910233,Doctorate,Widowed,Priv-house-serv,Unmarried,White,Male,78,Dominican-Republic
4327,36,Federal-gov,628737,Preschool,Widowed,Adm-clerical,Husband,Black,Male,69,Italy
4328,78,Without-pay,817862,11th,Married-AF-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,41,Nicaragua
4329,54,Private,390833,12th,Widowed,Adm-clerical,Unmarried,Black,Female,86,Ecuador
4330,39,Self-emp-not-inc,1227430,Preschool,Divorced,Craft-repair,Not-in-family,Other,Male,32,Japan
4331,88,Self-emp-not-inc,965520,HS-grad,Married-spouse-absent,Other-service,Wife,Other,Male,30,Nicaragua
4332,65,Local-gov,997566,Some-college,Married-AF-spouse,Tech-support,Husband,Amer-Indian-Eskimo,Female,52,Outlying-US(Guam-USVI-etc)
4333,76,Self-emp-not-inc,726747,5th-6th,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,Female,46,Nicaragua
4334,47,Without-pay,650873,5th-6th,Divorced,Farming-fishing,Other-relative,White,Male,46,India
4335,79,Local-gov,664207,Doctorate,Never-married,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,33,South
4336,51,Self-emp-inc,941762,5th-6th,Never-married,Tech-support,Other-relative,White,Male,33,Columbia
4337,65,State-gov,1486705,Preschool,Married-AF-spouse,Armed-Forces,Other-relative,Asian-Pac-Islander,Female,58,Yugoslavia
4338,24,Without-pay,463754,5th-6th,Married-spouse-absent,Craft-repair,Wife,Black,Female,88,Columbia
4339,24,Local-gov,165822,7th-8th,Divorced,Priv-house-serv,Not-in-family,Black,Male,90,Poland
4340,55,Federal-gov,1328052,1st-4th, Separated,Transport-moving,Husband,Black,Female,67,Outlying-US(Guam-USVI-etc)
4341,87,Local-gov,1237486,Doctorate,Married-spouse-absent,Protective-serv,Husband,Other,Female,72,Poland
4342,88,State-gov,460482,Some-college,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Female,9,Outlying-US(Guam-USVI-etc)
4343,85,State-gov,196433,Prof-school,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,10,Cuba
4344,40,State-gov,176744,Assoc-voc,Divorced,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,73,Greece
4345,63,Self-emp-inc,1227975,7th-8th,Divorced,Sales,Wife,Black,Male,60,Columbia
4346,34,Self-emp-inc,272426,Bachelors,Married-AF-spouse,Machine-op-inspct,Other-relative,Other,Female,85,Hungary
4347,51,Without-pay,515745,11th, Separated,Craft-repair,Other-relative,White,Male,50,Peru
4348,27,Without-pay,1047668,5th-6th,Widowed,Sales,Unmarried,Asian-Pac-Islander,Female,60,Thailand
4349,70,Local-gov,107665,Prof-school,Widowed,Exec-managerial,Husband,Black,Male,3,Hong
4350,28,Local-gov,720705,1st-4th, Separated,Transport-moving,Other-relative,Other,Female,69,Columbia
4351,24,Federal-gov,1017921,Assoc-voc,Divorced,Other-service,Unmarried,Black,Male,51,India
4352,80,Private,236573,Assoc-acdm,Married-civ-spouse,Protective-serv,Not-in-family,Black,Female,17,Trinadad&Tobago
4353,41,State-gov,1412620,7th-8th,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Male,95,Poland
4354,59,State-gov,1285602,Assoc-voc,Married-civ-spouse,Adm-clerical,Other-relative,Black,Female,42,Laos
4355,20,Federal-gov,482150,10th,Married-spouse-absent,Armed-Forces,Own-child,Asian-Pac-Islander,Male,30,Iran
4356,53,Self-emp-inc,1004737,1st-4th,Married-civ-spouse,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,77,Hungary
4357,65,Local-gov,490187,12th,Married-civ-spouse,Exec-managerial,Own-child,White,Male,17,Ireland
4358,88,Local-gov,174858,Masters,Married-spouse-absent,Other-service,Wife,Asian-Pac-Islander,Male,57,Taiwan
4359,67,Federal-gov,382468,Assoc-voc, Separated,Machine-op-inspct,Own-child,Black,Male,64,China
4360,42,State-gov,398267,HS-grad,Widowed,Exec-managerial,Own-child,Black,Female,43,Holand-Netherlands
4361,65,Private,580207,7th-8th,Never-married,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,48,Puerto-Rico
4362,30,Private,1114139,9th,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,42,Philippines
4363,65,Without-pay,366670,12th,Divorced,Armed-Forces,Unmarried,Amer-Indian-Eskimo,Male,53,China
4364,72,State-gov,219993,Assoc-voc,Widowed,Protective-serv,Husband,Black,Female,90,Puerto-Rico
4365,17,Self-emp-inc,1277377,Prof-school,Never-married,Adm-clerical,Not-in-family,Black,Female,53,Japan
4366,24,Private,347764,Assoc-acdm, Separated,Protective-serv,Unmarried,White,Male,57,Yugoslavia
4367,88,State-gov,737615,11th,Never-married,Other-service,Husband,Amer-Indian-Eskimo,Male,81,Philippines
4368,72,Self-emp-inc,1430653,Some-college,Widowed,Protective-serv,Other-relative,Asian-Pac-Islander,Male,73,United-States
4369,30,Local-gov,146677,Doctorate,Married-spouse-absent,Armed-Forces,Wife,Amer-Indian-Eskimo,Male,67,China
4370,38,State-gov,905610,11th,Married-spouse-absent,Farming-fishing,Wife,Black,Female,95,France
4371,71,Private,98753,Assoc-acdm,Married-AF-spouse,Handlers-cleaners,Not-in-family,Black,Female,15,Ireland
4372,54,Self-emp-inc,434884,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,White,Male,61,Italy
4373,34,Self-emp-not-inc,651065,HS-grad,Married-civ-spouse,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,35,Thailand
4374,61,Local-gov,981340,Prof-school,Married-civ-spouse,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,40,Columbia
4375,76,Without-pay,1157044,Prof-school, Separated,Tech-support,Wife,Amer-Indian-Eskimo,Female,43,Haiti
4376,78,Without-pay,208672,Masters,Divorced,Handlers-cleaners,Own-child,Black,Male,90,Scotland
4377,19,Private,306607,Bachelors,Married-spouse-absent,Craft-repair,Wife,Black,Female,46,Hungary
4378,56,State-gov,678305,Some-college,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,99,Haiti
4379,40,State-gov,129744,7th-8th, Separated,Transport-moving,Own-child,White,Female,62,Greece
4380,36,Local-gov,424567,HS-grad, Separated,Armed-Forces,Husband,Other,Male,81,Iran
4381,32,Private,1375496,Masters,Widowed,Protective-serv,Wife,White,Female,54,Greece
4382,32,Local-gov,328205,11th,Married-spouse-absent,Protective-serv,Not-in-family,Black,Male,32,England
4383,27,Self-emp-inc,866388,Masters,Married-spouse-absent,Adm-clerical,Wife,Black,Male,65,Iran
4384,90,Federal-gov,428928,11th, Separated,Other-service,Husband,Amer-Indian-Eskimo,Female,27,Dominican-Republic
4385,76,Local-gov,1275342,Prof-school,Widowed,Other-service,Wife,Asian-Pac-Islander,Male,17,Yugoslavia
4386,18,Without-pay,799575,1st-4th,Married-spouse-absent,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,62,Outlying-US(Guam-USVI-etc)
4387,38,Self-emp-inc,1278578,Prof-school,Divorced,Other-service,Unmarried,Black,Male,13,El-Salvador
4388,75,Self-emp-not-inc,1067846,Bachelors,Never-married,Adm-clerical,Not-in-family,Other,Male,14,Taiwan
4389,60,Private,1422629,Assoc-voc,Married-spouse-absent,Tech-support,Not-in-family,Asian-Pac-Islander,Female,27,Italy
4390,83,Self-emp-inc,256119,1st-4th,Married-spouse-absent,Craft-repair,Unmarried,Asian-Pac-Islander,Male,64,Puerto-Rico
4391,71,Without-pay,1180961,Prof-school, Separated,Prof-specialty,Own-child,Other,Female,34,Mexico
4392,43,Private,1480925,Bachelors,Widowed,Adm-clerical,Other-relative,White,Male,68,Hungary
4393,31,State-gov,844274,Masters,Married-civ-spouse,Exec-managerial,Wife,Other,Female,83,Laos
4394,35,Without-pay,583226,5th-6th,Never-married,Adm-clerical,Other-relative,Black,Male,99,Jamaica
4395,90,Self-emp-inc,1119439,5th-6th,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Female,26,Cambodia
4396,61,Without-pay,36109,11th,Married-civ-spouse,Transport-moving,Other-relative,Other,Male,52,Peru
4397,71,Without-pay,1132841,12th,Widowed,Tech-support,Other-relative,White,Female,81,Canada
4398,83,Private,1177945,7th-8th,Married-spouse-absent,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Male,20,Nicaragua
4399,40,State-gov,121606,Assoc-voc,Married-AF-spouse,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,78,Laos
4400,28,Federal-gov,1476184,5th-6th,Never-married,Handlers-cleaners,Own-child,Black,Male,28,Trinadad&Tobago
4401,48,Self-emp-inc,242743,9th, Separated,Other-service,Wife,Black,Female,63,Yugoslavia
4402,67,Self-emp-not-inc,1334652,10th,Widowed,Machine-op-inspct,Husband,Other,Female,83,China
4403,83,Self-emp-inc,1288532,11th, Separated,Armed-Forces,Unmarried,Black,Male,48,Ireland
4404,63,Without-pay,1369008,5th-6th,Married-civ-spouse,Armed-Forces,Other-relative,Other,Female,99,Iran
4405,54,Without-pay,1404544,9th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,60,Honduras
4406,29,Self-emp-inc,842436,5th-6th, Separated,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,27,Columbia
4407,54,Without-pay,1477015,Masters,Never-married,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,37,China
4408,30,Federal-gov,364914,Doctorate,Never-married,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,80,France
4409,45,Without-pay,1107678,Some-college,Widowed,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,36,Cambodia
4410,84,Federal-gov,834148,10th,Married-spouse-absent,Prof-specialty,Unmarried,Black,Female,52,China
4411,41,Federal-gov,381590,HS-grad,Widowed,Machine-op-inspct,Unmarried,Other,Female,26,Honduras
4412,78,Self-emp-not-inc,489827,Assoc-voc,Divorced,Priv-house-serv,Husband,Asian-Pac-Islander,Female,61,England
4413,45,Self-emp-not-inc,884797,12th,Married-civ-spouse,Armed-Forces,Unmarried,Black,Male,6,Nicaragua
4414,19,Without-pay,215427,Doctorate,Married-AF-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,90,Peru
4415,41,Federal-gov,420950,Bachelors,Never-married,Priv-house-serv,Not-in-family,Black,Female,46,Canada
4416,29,Local-gov,1317382,5th-6th,Married-AF-spouse,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,96,Puerto-Rico
4417,26,Private,270731,HS-grad,Divorced,Priv-house-serv,Husband,Black,Female,44,Portugal
4418,83,State-gov,1085541,Assoc-acdm, Separated,Farming-fishing,Own-child,Other,Male,48,England
4419,46,Self-emp-not-inc,145346,HS-grad, Separated,Machine-op-inspct,Wife,Other,Female,29,India
4420,60,Local-gov,1260934,Prof-school,Married-spouse-absent,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,57,Scotland
4421,34,Federal-gov,647158,1st-4th,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,34,Jamaica
4422,72,State-gov,1123215,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,6,Yugoslavia
4423,57,Self-emp-not-inc,490974,Bachelors,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Female,52,Philippines
4424,54,Private,1030219,11th,Widowed,Machine-op-inspct,Husband,Other,Female,97,Laos
4425,30,Without-pay,105450,1st-4th,Married-AF-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Female,8,Hungary
4426,27,Private,994700,HS-grad,Widowed,Priv-house-serv,Own-child,Black,Female,29,Peru
4427,71,Self-emp-inc,1333344,Preschool,Widowed,Exec-managerial,Other-relative,Black,Male,40,Taiwan
4428,73,Without-pay,1108695,1st-4th,Widowed,Handlers-cleaners,Other-relative,White,Female,7,Outlying-US(Guam-USVI-etc)
4429,38,Private,1315258,Doctorate,Married-AF-spouse,Protective-serv,Not-in-family,Black,Female,21,India
4430,29,State-gov,788701,Bachelors,Widowed,Prof-specialty,Unmarried,White,Male,95,Outlying-US(Guam-USVI-etc)
4431,59,Federal-gov,609022,Doctorate,Married-civ-spouse,Farming-fishing,Other-relative,Other,Male,86,Japan
4432,87,Federal-gov,764144,7th-8th,Widowed,Farming-fishing,Not-in-family,Other,Male,42,Germany
4433,40,State-gov,827831,Doctorate,Married-AF-spouse,Protective-serv,Wife,White,Female,17,Canada
4434,19,Without-pay,513651,7th-8th,Married-civ-spouse,Machine-op-inspct,Unmarried,Black,Female,63,India
4435,63,Federal-gov,916039,1st-4th,Divorced,Machine-op-inspct,Husband,Black,Male,84,Canada
4436,83,Without-pay,1091858,Masters,Never-married,Priv-house-serv,Husband,Black,Male,26,Nicaragua
4437,29,Without-pay,999193,HS-grad,Married-spouse-absent,Armed-Forces,Wife,White,Male,68,Nicaragua
4438,30,Private,301990,1st-4th,Married-AF-spouse,Tech-support,Other-relative,Amer-Indian-Eskimo,Female,98,Ireland
4439,77,Federal-gov,997058,5th-6th,Married-spouse-absent,Protective-serv,Not-in-family,Black,Male,70,Laos
4440,54,Self-emp-inc,515768,9th, Separated,Protective-serv,Unmarried,Other,Male,32,Columbia
4441,21,State-gov,743372,9th,Married-spouse-absent,Prof-specialty,Own-child,Other,Male,29,Scotland
4442,76,Self-emp-not-inc,1115169,Doctorate,Divorced,Priv-house-serv,Husband,Asian-Pac-Islander,Male,86,Portugal
4443,27,Without-pay,1392131,9th, Separated,Exec-managerial,Not-in-family,White,Male,49,Japan
4444,21,Self-emp-not-inc,340132,Assoc-acdm,Married-spouse-absent,Craft-repair,Husband,Black,Female,22,Yugoslavia
4445,90,Self-emp-not-inc,1374879,11th,Never-married,Craft-repair,Not-in-family,Black,Male,21,Mexico
4446,77,Self-emp-inc,272195,12th,Married-spouse-absent,Farming-fishing,Wife,Other,Female,33,Philippines
4447,66,Local-gov,1272728,9th,Married-civ-spouse,Farming-fishing,Other-relative,White,Female,61,Honduras
4448,78,Federal-gov,961812,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Female,46,Canada
4449,63,State-gov,1043214,1st-4th,Never-married,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Male,80,United-States
4450,20,Private,857798,12th,Divorced,Other-service,Husband,White,Male,16,Thailand
4451,38,State-gov,366381,Assoc-voc,Divorced,Priv-house-serv,Wife,Other,Male,30,Yugoslavia
4452,30,Local-gov,997818,Masters,Widowed,Adm-clerical,Own-child,White,Female,43,Iran
4453,54,Self-emp-not-inc,1299718,7th-8th,Divorced,Adm-clerical,Wife,Other,Male,46,Portugal
4454,53,Local-gov,911393,10th,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Male,78,Outlying-US(Guam-USVI-etc)
4455,42,Self-emp-not-inc,1092323,Preschool,Divorced,Handlers-cleaners,Not-in-family,Other,Female,30,Trinadad&Tobago
4456,53,Self-emp-not-inc,1426896,Prof-school,Married-spouse-absent,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,43,South
4457,20,Local-gov,842477,10th,Married-civ-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,12,Taiwan
4458,79,State-gov,1485018,10th,Married-spouse-absent,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,99,Ireland
4459,54,Self-emp-not-inc,1460273,Assoc-acdm,Never-married,Priv-house-serv,Wife,Asian-Pac-Islander,Male,89,Thailand
4460,82,Self-emp-not-inc,1068840,Bachelors,Married-AF-spouse,Tech-support,Not-in-family,Other,Female,32,Japan
4461,42,Private,154333,Doctorate,Divorced,Sales,Wife,Amer-Indian-Eskimo,Male,54,France
4462,39,Without-pay,1108343,9th, Separated,Tech-support,Other-relative,White,Male,89,Canada
4463,29,Private,939906,9th,Never-married,Armed-Forces,Wife,Black,Female,47,South
4464,30,Self-emp-not-inc,950379,10th, Separated,Tech-support,Not-in-family,White,Male,25,Puerto-Rico
4465,31,State-gov,142490,Preschool,Never-married,Other-service,Wife,Asian-Pac-Islander,Female,11,Scotland
4466,68,Self-emp-not-inc,673766,Assoc-acdm,Married-spouse-absent,Protective-serv,Wife,Black,Male,68,Puerto-Rico
4467,33,State-gov,846406,Masters,Married-civ-spouse,Transport-moving,Husband,Other,Female,38,Canada
4468,57,Self-emp-inc,929955,7th-8th,Married-AF-spouse,Adm-clerical,Wife,Other,Female,5,Italy
4469,58,Self-emp-inc,1422703,1st-4th,Widowed,Armed-Forces,Wife,White,Male,25,Poland
4470,50,Private,50425,10th,Never-married,Adm-clerical,Wife,Black,Female,54,Columbia
4471,18,Self-emp-not-inc,302569,5th-6th, Separated,Craft-repair,Unmarried,White,Male,6,Yugoslavia
4472,56,Local-gov,826815,Assoc-acdm,Married-spouse-absent,Machine-op-inspct,Other-relative,White,Female,48,Honduras
4473,29,Local-gov,577241,Prof-school,Divorced,Exec-managerial,Own-child,Black,Male,62,Peru
4474,89,Federal-gov,511159,11th,Married-civ-spouse,Handlers-cleaners,Own-child,White,Female,28,Taiwan
4475,69,State-gov,265550,12th, Separated,Farming-fishing,Other-relative,Asian-Pac-Islander,Male,10,Canada
4476,42,Private,1047515,Masters, Separated,Transport-moving,Other-relative,Asian-Pac-Islander,Male,22,Peru
4477,71,Private,1319217,Preschool,Never-married,Protective-serv,Wife,Black,Male,30,Vietnam
4478,79,Without-pay,1063157,10th,Never-married,Exec-managerial,Other-relative,Other,Female,52,Hungary
4479,83,Self-emp-not-inc,1027030,12th,Married-spouse-absent,Tech-support,Other-relative,Asian-Pac-Islander,Male,66,France
4480,72,Local-gov,33157,5th-6th,Married-AF-spouse,Sales,Other-relative,White,Female,78,Hungary
4481,24,Local-gov,1437361,Masters,Married-civ-spouse,Protective-serv,Husband,White,Male,50,Dominican-Republic
4482,21,Private,94027,Preschool,Divorced,Protective-serv,Husband,Amer-Indian-Eskimo,Female,13,Hong
4483,63,State-gov,784770,1st-4th,Never-married,Priv-house-serv,Own-child,Black,Male,61,Taiwan
4484,82,Local-gov,1017098,Bachelors,Married-civ-spouse,Farming-fishing,Own-child,Other,Female,84,Poland
4485,71,Private,1457256,1st-4th,Married-AF-spouse,Tech-support,Wife,White,Female,26,Guatemala
4486,71,Self-emp-not-inc,414176,5th-6th, Separated,Prof-specialty,Not-in-family,Other,Male,52,Haiti
4487,20,Private,1155242,9th,Married-AF-spouse,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,41,Ecuador
4488,42,State-gov,528315,Assoc-acdm,Widowed,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,17,Thailand
4489,74,Self-emp-not-inc,1054934,Assoc-acdm,Divorced,Priv-house-serv,Husband,Asian-Pac-Islander,Male,86,India
4490,36,Self-emp-not-inc,1129415,Some-college,Married-civ-spouse,Protective-serv,Other-relative,Other,Male,83,Cambodia
4491,73,Self-emp-inc,1245342,Preschool,Married-AF-spouse,Other-service,Wife,Asian-Pac-Islander,Male,16,Thailand
4492,19,Self-emp-inc,209088,5th-6th,Married-civ-spouse,Farming-fishing,Unmarried,Other,Female,89,Germany
4493,72,Federal-gov,479354,12th,Never-married,Handlers-cleaners,Unmarried,White,Female,81,Honduras
4494,83,Federal-gov,956582,HS-grad,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,45,Nicaragua
4495,65,Self-emp-inc,1369876,HS-grad, Separated,Craft-repair,Not-in-family,Other,Female,59,Laos
4496,31,Without-pay,55101,Assoc-acdm,Married-AF-spouse,Prof-specialty,Unmarried,Other,Male,62,South
4497,84,Local-gov,352883,5th-6th, Separated,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Female,71,Hong
4498,41,State-gov,1017372,10th,Married-spouse-absent,Armed-Forces,Own-child,Amer-Indian-Eskimo,Male,4,United-States
4499,47,State-gov,116030,1st-4th, Separated,Tech-support,Husband,Amer-Indian-Eskimo,Male,65,South
4500,71,State-gov,737003,10th,Widowed,Handlers-cleaners,Unmarried,White,Female,44,Philippines
4501,88,Local-gov,928823,Masters,Divorced,Other-service,Own-child,Asian-Pac-Islander,Male,52,Japan
4502,32,Self-emp-inc,256163,Preschool,Married-spouse-absent,Exec-managerial,Unmarried,Other,Female,85,Vietnam
4503,65,Federal-gov,1462777,Assoc-acdm,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,53,Ireland
4504,81,Private,543616,10th,Married-AF-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Male,11,England
4505,62,State-gov,1154366,9th,Divorced,Sales,Other-relative,Black,Female,2,Dominican-Republic
