,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,hours-per-week,native-country
3890,64,Self-emp-not-inc,866914,Assoc-voc,Divorced,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,30,Philippines
3891,22,State-gov,205628,Preschool,Married-AF-spouse,Transport-moving,Wife,White,Male,47,El-Salvador
3892,42,Private,1426532,1st-4th,Married-AF-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,45,Laos
3893,74,Without-pay,513567,1st-4th,Never-married,Armed-Forces,Not-in-family,Black,Male,28,Holand-Netherlands
3894,45,Private,1235968,12th,Divorced,Tech-support,Husband,Other,Male,19,Portugal
3895,45,Private,1419652,5th-6th,Married-AF-spouse,Tech-support,Own-child,White,Male,97,Thailand
3896,81,Federal-gov,186577,HS-grad,Married-civ-spouse,Transport-moving,Other-relative,Asian-Pac-Islander,Male,82,Hungary
3897,28,Self-emp-inc,889481,10th,Married-spouse-absent,Craft-repair,Other-relative,White,Male,26,Thailand
3898,51,State-gov,1077501,5th-6th,Widowed,Craft-repair,Husband,Other,Male,14,Haiti
3899,76,Self-emp-inc,32421,11th, Separated,Sales,Wife,White,Male,28,El-Salvador
3900,72,Private,886983,Bachelors,Married-AF-spouse,Sales,Not-in-family,Black,Male,98,Nicaragua
3901,64,State-gov,833555,9th, Separated,Craft-repair,Other-relative,Black,Male,77,India
3902,74,Without-pay,320021,HS-grad,Married-spouse-absent,Sales,Unmarried,Asian-Pac-Islander,Male,46,Holand-Netherlands
3903,85,Self-emp-not-inc,711343,7th-8th,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,61,Haiti
3904,49,Self-emp-inc,967596,5th-6th,Married-AF-spouse,Tech-support,Other-relative,Amer-Indian-Eskimo,Male,44,England
3905,45,Private,133189,9th,Divorced,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,3,Nicaragua
3906,66,Without-pay,1404032,Some-college,Never-married,Sales,Own-child,Other,Male,64,South
3907,66,Without-pay,329548,Preschool, Separated,Transport-moving,Own-child,Amer-Indian-Eskimo,Male,24,China
3908,31,Without-pay,752500,9th,Married-AF-spouse,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Male,33,Cambodia
3909,73,Self-emp-inc,1086458,Prof-school,Never-married,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,20,Portugal
3910,60,Local-gov,104768,Bachelors, Separated,Machine-op-inspct,Own-child,Black,Male,1,Poland
3911,26,State-gov,888844,11th,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,17,Italy
3912,33,Private,614974,5th-6th,Married-AF-spouse,Armed-Forces,Husband,White,Male,81,Mexico
3913,26,Self-emp-not-inc,53547,7th-8th,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,78,South
3914,25,Self-emp-not-inc,25838,Masters, Separated,Farming-fishing,Husband,Other,Male,13,Trinadad&Tobago
3915,77,Private,652361,HS-grad, Separated,Protective-serv,Other-relative,Asian-Pac-Islander,Male,12,Outlying-US(Guam-USVI-etc)
3916,82,Self-emp-inc,247367,12th,Married-spouse-absent,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,4,Canada
3917,42,Self-emp-not-inc,535328,Bachelors,Never-married,Adm-clerical,Unmarried,Other,Male,30,Portugal
3918,20,Self-emp-not-inc,848220,HS-grad,Widowed,Sales,Own-child,Amer-Indian-Eskimo,Male,9,Yugoslavia
3919,18,State-gov,1109383,HS-grad, Separated,Farming-fishing,Unmarried,White,Male,85,Outlying-US(Guam-USVI-etc)
3920,24,State-gov,269525,Preschool, Separated,Handlers-cleaners,Unmarried,Black,Male,84,Guatemala
3921,89,Self-emp-inc,1390039,11th,Widowed,Sales,Own-child,Amer-Indian-Eskimo,Male,78,Mexico
3922,86,Local-gov,572954,9th,Divorced,Protective-serv,Other-relative,Asian-Pac-Islander,Male,20,Greece
3923,90,Local-gov,927561,10th,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,69,Germany
3924,88,Self-emp-not-inc,282634,12th, Separated,Craft-repair,Not-in-family,Black,Male,33,Taiwan
3925,79,Self-emp-not-inc,1096934,9th,Divorced,Farming-fishing,Other-relative,Black,Male,99,Honduras
3926,51,Without-pay,908894,7th-8th,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,9,Thailand
3927,65,Local-gov,142437,5th-6th,Widowed,Sales,Not-in-family,Black,Male,86,Nicaragua
3928,39,State-gov,821713,10th, Separated,Farming-fishing,Own-child,Asian-Pac-Islander,Male,16,Iran
3929,51,State-gov,1324947,Prof-school,Widowed,Exec-managerial,Husband,Asian-Pac-Islander,Male,23,Dominican-Republic
3930,63,Federal-gov,999896,5th-6th, Separated,Tech-support,Own-child,Other,Male,19,El-Salvador
3931,90,Private,88888,HS-grad,Married-spouse-absent,Farming-fishing,Own-child,Other,Male,17,Dominican-Republic
3932,47,Self-emp-not-inc,788266,5th-6th, Separated,Machine-op-inspct,Own-child,White,Male,37,United-States
3933,72,State-gov,588609,5th-6th,Divorced,Priv-house-serv,Wife,Amer-Indian-Eskimo,Male,59,Portugal
3934,49,Local-gov,1095040,Some-college, Separated,Tech-support,Other-relative,White,Male,15,Thailand
3935,24,Self-emp-not-inc,1004493,Masters,Divorced,Tech-support,Own-child,White,Male,29,Columbia
3936,56,Self-emp-inc,1362008,7th-8th,Never-married,Transport-moving,Unmarried,Other,Male,62,Ecuador
3937,51,Private,585105,9th,Married-civ-spouse,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,8,Greece
3938,68,State-gov,1266714,10th,Widowed,Protective-serv,Husband,White,Male,96,El-Salvador
3939,70,Local-gov,907668,Assoc-voc, Separated,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Male,53,Thailand
3940,81,Local-gov,190696,Preschool,Married-civ-spouse,Farming-fishing,Other-relative,Asian-Pac-Islander,Male,19,Canada
3941,76,Private,1261631,10th,Never-married,Farming-fishing,Unmarried,Black,Male,86,Holand-Netherlands
3942,46,Local-gov,1182549,Assoc-acdm,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Male,43,Guatemala
3943,41,State-gov,249354,1st-4th,Widowed,Other-service,Not-in-family,Asian-Pac-Islander,Male,47,Poland
3944,80,Federal-gov,1400080,Bachelors,Divorced,Other-service,Husband,Amer-Indian-Eskimo,Male,18,Ecuador
3945,43,Self-emp-inc,1310481,HS-grad,Married-civ-spouse,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,54,Portugal
3946,75,State-gov,471557,Doctorate,Never-married,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,79,Ecuador
3947,71,Self-emp-not-inc,709627,7th-8th, Separated,Transport-moving,Wife,White,Male,90,Vietnam
3948,81,State-gov,829779,Assoc-voc, Separated,Prof-specialty,Husband,Other,Male,7,Scotland
3949,63,Federal-gov,420278,9th,Married-civ-spouse,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,7,England
3950,50,Federal-gov,1209130,12th,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Male,70,South
3951,83,Federal-gov,916136,7th-8th,Married-spouse-absent,Exec-managerial,Own-child,Asian-Pac-Islander,Male,13,Outlying-US(Guam-USVI-etc)
3952,34,Private,739481,5th-6th,Widowed,Adm-clerical,Husband,Asian-Pac-Islander,Male,13,Japan
3953,38,Self-emp-inc,1096196,7th-8th,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,80,Greece
3954,85,State-gov,794495,Some-college, Separated,Armed-Forces,Wife,White,Male,88,Honduras
3955,73,Without-pay,414292,9th,Widowed,Tech-support,Husband,Asian-Pac-Islander,Male,10,Jamaica
3956,89,Self-emp-inc,797072,HS-grad, Separated,Adm-clerical,Own-child,White,Male,77,Thailand
3957,21,Without-pay,1379738,HS-grad,Widowed,Other-service,Wife,Amer-Indian-Eskimo,Male,13,France
3958,44,State-gov,34415,Prof-school,Divorced,Protective-serv,Other-relative,White,Male,65,Ecuador
3959,76,State-gov,1479841,10th,Married-AF-spouse,Protective-serv,Other-relative,White,Male,7,Cambodia
3960,88,Self-emp-not-inc,1330410,11th,Married-civ-spouse,Adm-clerical,Other-relative,Black,Male,73,United-States
3961,82,Self-emp-not-inc,1358566,12th,Widowed,Other-service,Unmarried,Black,Male,95,Outlying-US(Guam-USVI-etc)
3962,90,Private,607734,Masters,Married-civ-spouse,Armed-Forces,Own-child,Amer-Indian-Eskimo,Male,70,Holand-Netherlands
3963,62,Local-gov,603266,Assoc-voc, Separated,Craft-repair,Not-in-family,Other,Male,50,Yugoslavia
3964,65,State-gov,553777,11th,Married-civ-spouse,Farming-fishing,Wife,Black,Male,89,France
3965,24,Without-pay,720605,5th-6th,Married-AF-spouse,Tech-support,Not-in-family,Other,Male,39,Laos
3966,27,Local-gov,163527,Assoc-acdm,Divorced,Protective-serv,Unmarried,Other,Male,78,Canada
3967,45,Self-emp-inc,1006724,10th, Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,20,China
3968,61,Self-emp-not-inc,376078,Preschool,Married-spouse-absent,Transport-moving,Unmarried,Asian-Pac-Islander,Male,56,Dominican-Republic
3969,31,State-gov,446458,9th,Never-married,Tech-support,Other-relative,Black,Male,54,Iran
3970,45,Self-emp-inc,14920,Doctorate, Separated,Sales,Husband,Amer-Indian-Eskimo,Male,13,France
3971,77,Self-emp-inc,1169062,10th,Divorced,Protective-serv,Unmarried,Other,Male,39,Hong
3972,50,Self-emp-inc,1326863,Bachelors,Widowed,Tech-support,Other-relative,Black,Male,49,Germany
3973,27,Federal-gov,1276659,Preschool,Widowed,Sales,Own-child,Black,Male,60,Hong
3974,54,Private,696674,11th,Widowed,Armed-Forces,Own-child,Other,Male,46,Poland
3975,35,Local-gov,1035335,Prof-school,Widowed,Handlers-cleaners,Wife,White,Male,73,Outlying-US(Guam-USVI-etc)
3976,63,Self-emp-not-inc,1058540,Masters,Married-AF-spouse,Protective-serv,Own-child,Other,Male,72,Jamaica
3977,79,Self-emp-inc,1418154,Doctorate,Never-married,Armed-Forces,Wife,Black,Male,27,El-Salvador
3978,33,Self-emp-inc,1377167,Prof-school,Widowed,Armed-Forces,Unmarried,Black,Male,14,Portugal
3979,63,Self-emp-inc,229328,HS-grad,Married-civ-spouse,Other-service,Not-in-family,Black,Male,44,Greece
3980,59,Self-emp-inc,908141,11th,Widowed,Other-service,Wife,Amer-Indian-Eskimo,Male,84,South
3981,30,Self-emp-not-inc,484804,7th-8th,Divorced,Adm-clerical,Husband,White,Male,8,Yugoslavia
3982,58,Without-pay,557554,Some-college,Widowed,Sales,Other-relative,Other,Male,85,Hungary
3983,27,State-gov,1187276,11th,Married-spouse-absent,Machine-op-inspct,Own-child,White,Male,43,Ecuador
3984,58,Self-emp-not-inc,984133,9th,Married-AF-spouse,Handlers-cleaners,Not-in-family,White,Male,17,Poland
3985,81,Federal-gov,54980,9th,Never-married,Armed-Forces,Wife,Amer-Indian-Eskimo,Male,20,Taiwan
3986,89,Private,1162707,5th-6th,Married-spouse-absent,Sales,Wife,Asian-Pac-Islander,Male,4,United-States
3987,43,Self-emp-inc,1334747,Some-college,Widowed,Protective-serv,Other-relative,Asian-Pac-Islander,Male,38,Hong
3988,26,State-gov,792578,Masters,Widowed,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,69,India
3989,32,Self-emp-inc,702393,11th, Separated,Protective-serv,Unmarried,Amer-Indian-Eskimo,Male,22,Ireland
3990,49,Self-emp-inc,51578,11th,Married-AF-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,8,South
3991,52,Federal-gov,948342,Prof-school,Married-spouse-absent,Transport-moving,Other-relative,White,Male,82,Portugal
3992,70,Private,1233217,Doctorate, Separated,Priv-house-serv,Own-child,Asian-Pac-Islander,Male,73,India
3993,87,Without-pay,1196221,5th-6th,Married-civ-spouse,Craft-repair,Own-child,Other,Male,93,Portugal
3994,22,Federal-gov,666941,Assoc-acdm,Divorced,Handlers-cleaners,Husband,Black,Male,2,Haiti
3995,35,Local-gov,758572,1st-4th,Married-AF-spouse,Sales,Wife,Black,Male,85,Vietnam
3996,21,State-gov,1480656,HS-grad,Never-married,Farming-fishing,Husband,Other,Male,40,Honduras
3997,46,Local-gov,1404251,Preschool,Widowed,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,70,Taiwan
3998,53,Federal-gov,1053032,11th, Separated,Exec-managerial,Unmarried,Other,Male,99,India
3999,87,Self-emp-inc,464836,Assoc-acdm,Divorced,Prof-specialty,Husband,Other,Male,51,Holand-Netherlands
4000,65,Local-gov,1381455,Prof-school,Married-civ-spouse,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Male,31,Portugal
4001,20,Self-emp-not-inc,759830,5th-6th,Married-spouse-absent,Craft-repair,Other-relative,Black,Male,77,Iran
4002,39,Self-emp-inc,313134,Some-college,Never-married,Armed-Forces,Other-relative,Black,Male,90,Puerto-Rico
4003,48,Federal-gov,802436,7th-8th, Separated,Protective-serv,Unmarried,White,Male,99,India
4004,18,Private,1037685,Some-college,Widowed,Farming-fishing,Husband,White,Male,27,Scotland
4005,39,Without-pay,783173,HS-grad, Separated,Armed-Forces,Unmarried,Black,Male,95,India
4006,42,Without-pay,618942,Doctorate,Married-AF-spouse,Sales,Wife,Asian-Pac-Islander,Male,26,Taiwan
4007,70,Self-emp-inc,1001034,Some-college,Married-AF-spouse,Transport-moving,Own-child,White,Male,3,South
4008,53,Private,950893,1st-4th,Married-spouse-absent,Adm-clerical,Wife,Asian-Pac-Islander,Male,73,England
4009,51,Local-gov,1203343,Bachelors,Widowed,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,94,Hungary
4010,49,Federal-gov,443470,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,59,South
4011,73,Self-emp-inc,38257,Assoc-acdm,Divorced,Machine-op-inspct,Unmarried,Black,Male,29,France
4012,87,Without-pay,59974,5th-6th,Married-spouse-absent,Priv-house-serv,Husband,White,Male,57,Haiti
4013,66,Federal-gov,500744,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,Black,Male,67,Guatemala
4014,69,Local-gov,1408005,7th-8th, Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,87,Peru
4015,32,Private,820406,7th-8th,Widowed,Tech-support,Not-in-family,Black,Male,44,Peru
4016,73,Local-gov,422434,Some-college,Divorced,Tech-support,Husband,Amer-Indian-Eskimo,Male,68,Peru
4017,61,Self-emp-inc,572586,Assoc-voc, Separated,Farming-fishing,Husband,Other,Male,78,South
4018,35,Self-emp-not-inc,1198635,Preschool,Never-married,Exec-managerial,Husband,Black,Male,46,Hong
4019,51,Without-pay,1301912,12th,Married-spouse-absent,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,52,England
4020,87,Self-emp-not-inc,749715,5th-6th,Married-AF-spouse,Sales,Own-child,Amer-Indian-Eskimo,Male,92,Iran
4021,48,State-gov,605768,Doctorate,Married-spouse-absent,Handlers-cleaners,Own-child,Black,Male,61,Poland
4022,88,State-gov,317523,Preschool,Never-married,Machine-op-inspct,Other-relative,White,Male,48,Poland
4023,72,State-gov,1289589,Assoc-voc,Married-AF-spouse,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,82,Ecuador
4024,79,Local-gov,650769,12th,Married-civ-spouse,Adm-clerical,Own-child,Asian-Pac-Islander,Male,23,Japan
4025,59,State-gov,713026,Masters,Divorced,Tech-support,Wife,Black,Male,92,Ecuador
4026,57,Self-emp-not-inc,1161364,Some-college,Married-AF-spouse,Exec-managerial,Husband,Black,Male,45,Nicaragua
4027,21,Local-gov,63312,Bachelors,Divorced,Tech-support,Unmarried,Other,Male,35,Peru
4028,26,State-gov,244085,Prof-school,Divorced,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,48,China
4029,22,Self-emp-not-inc,665118,10th,Married-civ-spouse,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,88,Outlying-US(Guam-USVI-etc)
4030,42,State-gov,555913,Prof-school,Never-married,Tech-support,Husband,Amer-Indian-Eskimo,Male,59,Canada
4031,77,Self-emp-not-inc,1467790,12th,Married-AF-spouse,Tech-support,Husband,White,Male,47,Japan
4032,67,Federal-gov,1360580,Prof-school,Married-civ-spouse,Farming-fishing,Wife,Other,Male,45,Trinadad&Tobago
4033,87,Local-gov,698366,Preschool,Married-AF-spouse,Exec-managerial,Husband,Black,Male,21,Ireland
4034,71,Self-emp-inc,1097990,Masters,Married-AF-spouse,Prof-specialty,Wife,Black,Male,98,Ireland
4035,77,Without-pay,438562,1st-4th, Separated,Protective-serv,Other-relative,Black,Male,99,Outlying-US(Guam-USVI-etc)
4036,81,Self-emp-not-inc,1150245,10th,Married-spouse-absent,Sales,Own-child,White,Male,4,Holand-Netherlands
4037,37,Without-pay,401123,Some-college,Never-married,Protective-serv,Wife,Asian-Pac-Islander,Male,54,Vietnam
4038,63,Private,668013,Doctorate,Married-AF-spouse,Craft-repair,Other-relative,Black,Male,90,South
4039,85,Federal-gov,1471427,Bachelors,Married-AF-spouse,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,86,Cuba
4040,24,Self-emp-inc,1125607,Bachelors,Never-married,Handlers-cleaners,Wife,Other,Male,10,Germany
4041,73,Local-gov,1061952,Assoc-acdm,Married-spouse-absent,Priv-house-serv,Unmarried,White,Male,47,Hungary
4042,62,Local-gov,137720,Preschool,Never-married,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Male,19,Columbia
4043,68,Federal-gov,313644,7th-8th,Never-married,Craft-repair,Unmarried,Black,Male,75,El-Salvador
4044,89,Local-gov,408267,9th, Separated,Armed-Forces,Other-relative,White,Male,37,France
4045,82,Self-emp-not-inc,351558,Prof-school, Separated,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,31,Yugoslavia
4046,17,Self-emp-not-inc,1046786,Assoc-voc,Divorced,Armed-Forces,Unmarried,Asian-Pac-Islander,Male,84,Nicaragua
4047,58,State-gov,64976,Some-college,Married-civ-spouse,Exec-managerial,Own-child,White,Male,54,Holand-Netherlands
4048,84,Self-emp-inc,765493,12th,Married-spouse-absent,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,89,South
4049,27,Local-gov,1469495,Preschool,Widowed,Farming-fishing,Husband,Black,Male,98,Haiti
4050,18,Private,1409084,Prof-school,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,74,Ireland
4051,89,Private,1456018,Some-college,Married-spouse-absent,Adm-clerical,Own-child,Black,Male,5,South
4052,19,Private,536228,Assoc-voc,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,90,Greece
4053,72,Local-gov,819356,9th,Widowed,Other-service,Unmarried,White,Male,73,Holand-Netherlands
4054,84,State-gov,522056,10th,Married-AF-spouse,Armed-Forces,Husband,White,Male,49,Greece
4055,83,Without-pay,1294790,Doctorate,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,Male,76,Iran
4056,46,Federal-gov,940080,Prof-school, Separated,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,65,Yugoslavia
4057,82,Federal-gov,101040,HS-grad,Married-spouse-absent,Prof-specialty,Other-relative,White,Male,54,Ireland
4058,20,Federal-gov,1258583,1st-4th,Married-AF-spouse,Transport-moving,Other-relative,Asian-Pac-Islander,Male,14,Guatemala
4059,44,Local-gov,963262,11th,Divorced,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Male,9,Japan
4060,49,State-gov,1281217,7th-8th,Married-spouse-absent,Priv-house-serv,Wife,Other,Male,32,Guatemala
4061,22,Self-emp-not-inc,434099,Prof-school,Married-AF-spouse,Sales,Wife,Other,Male,4,Holand-Netherlands
4062,18,Private,785521,12th,Divorced,Priv-house-serv,Wife,Asian-Pac-Islander,Male,76,Puerto-Rico
4063,44,State-gov,1414526,Assoc-acdm,Married-spouse-absent,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,29,Yugoslavia
4064,41,Local-gov,371588,Preschool,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Male,10,South
4065,50,Private,777973,Some-college,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Male,83,Columbia
4066,44,State-gov,583936,Doctorate,Divorced,Adm-clerical,Wife,White,Male,75,Cuba
4067,90,Local-gov,426978,Assoc-voc,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,45,China
4068,47,Private,550267,Assoc-acdm,Married-civ-spouse,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,73,France
4069,22,Local-gov,936309,Assoc-acdm,Widowed,Prof-specialty,Husband,White,Male,91,Portugal
4070,84,Self-emp-inc,187113,Assoc-voc,Widowed,Handlers-cleaners,Not-in-family,Other,Male,54,Philippines
4071,76,Self-emp-not-inc,30986,Doctorate,Never-married,Tech-support,Not-in-family,Other,Male,28,Haiti
4072,67,Self-emp-not-inc,274753,10th,Widowed,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,17,Thailand
4073,39,Private,1145996,Some-college,Married-civ-spouse,Adm-clerical,Own-child,Other,Male,23,China
4074,68,Self-emp-not-inc,200918,Preschool,Divorced,Other-service,Own-child,Black,Male,21,Italy
4075,57,Self-emp-inc,914759,Bachelors, Separated,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,49,England
4076,37,Private,1056396,11th,Divorced,Farming-fishing,Wife,Amer-Indian-Eskimo,Male,64,Scotland
4077,85,Self-emp-not-inc,1328424,10th,Married-spouse-absent,Handlers-cleaners,Wife,Asian-Pac-Islander,Male,7,South
4078,41,State-gov,942343,HS-grad,Married-civ-spouse,Protective-serv,Wife,Other,Male,38,Guatemala
4079,75,Private,1481172,9th, Separated,Exec-managerial,Own-child,Other,Male,77,Nicaragua
4080,89,State-gov,856951,Masters,Divorced,Machine-op-inspct,Own-child,Black,Male,57,Holand-Netherlands
4081,47,Self-emp-inc,270838,7th-8th,Married-civ-spouse,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,66,Hong
4082,49,State-gov,342738,Preschool, Separated,Craft-repair,Own-child,Black,Male,34,Columbia
4083,33,Private,84227,1st-4th,Married-AF-spouse,Craft-repair,Wife,Asian-Pac-Islander,Male,3,Portugal
4084,53,Self-emp-inc,967277,Prof-school,Never-married,Transport-moving,Husband,Amer-Indian-Eskimo,Male,37,Columbia
4085,79,Without-pay,1222792,11th,Divorced,Armed-Forces,Unmarried,Asian-Pac-Islander,Male,76,Cuba
4086,26,Private,384004,Prof-school,Widowed,Tech-support,Wife,Black,Male,29,Canada
4087,17,Local-gov,511770,Bachelors, Separated,Craft-repair,Other-relative,Black,Male,65,Vietnam
4088,78,Self-emp-inc,1073886,9th,Married-civ-spouse,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,1,Yugoslavia
4089,42,Self-emp-inc,138414,1st-4th,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,82,Cambodia
4090,39,State-gov,752915,10th, Separated,Sales,Unmarried,White,Male,23,Nicaragua
4091,35,State-gov,517772,HS-grad,Widowed,Craft-repair,Wife,White,Male,49,Laos
4092,45,Federal-gov,1027217,1st-4th,Widowed,Adm-clerical,Husband,White,Male,3,Ecuador
4093,55,Self-emp-inc,102773,Doctorate,Divorced,Other-service,Own-child,Black,Male,23,Cambodia
4094,26,Self-emp-not-inc,259408,12th, Separated,Prof-specialty,Other-relative,Black,Male,5,United-States
4095,77,State-gov,445039,9th,Widowed,Adm-clerical,Unmarried,Black,Male,45,Italy
4096,36,Private,558382,5th-6th,Never-married,Protective-serv,Other-relative,White,Male,71,United-States
4097,18,Self-emp-inc,83087,5th-6th,Never-married,Transport-moving,Husband,Other,Male,51,England
4098,20,Local-gov,1445462,Assoc-voc,Never-married,Adm-clerical,Not-in-family,Other,Male,16,Portugal
4099,59,Self-emp-inc,1212455,12th,Divorced,Protective-serv,Wife,White,Male,79,Peru
4100,56,Self-emp-not-inc,669471,HS-grad,Never-married,Prof-specialty,Own-child,Other,Male,59,El-Salvador
4101,88,Self-emp-inc,285628,Assoc-acdm,Divorced,Adm-clerical,Other-relative,Other,Male,77,Iran
4102,26,Local-gov,581494,Doctorate, Separated,Armed-Forces,Not-in-family,Black,Male,25,Jamaica
4103,35,Federal-gov,1045629,Preschool,Married-spouse-absent,Sales,Wife,White,Male,84,United-States
4104,64,Without-pay,1206386,Some-college,Married-spouse-absent,Transport-moving,Own-child,White,Male,37,China
4105,24,Private,700763,Assoc-voc, Separated,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,8,Jamaica
4106,64,Federal-gov,1156644,Bachelors, Separated,Protective-serv,Other-relative,Black,Male,73,Haiti
4107,34,Private,1415454,Preschool,Married-AF-spouse,Farming-fishing,Not-in-family,White,Male,7,Peru
4108,76,Local-gov,384469,Prof-school,Married-AF-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,24,South
4109,79,Federal-gov,660221,Doctorate,Widowed,Other-service,Unmarried,Black,Male,3,United-States
4110,77,Self-emp-inc,1232526,Some-college,Widowed,Adm-clerical,Unmarried,White,Male,64,Yugoslavia
4111,51,Self-emp-not-inc,1266670,Bachelors, Separated,Protective-serv,Own-child,Other,Male,41,Poland
4112,35,Self-emp-not-inc,1368749,12th, Separated,Farming-fishing,Unmarried,Black,Male,31,India
4113,65,Local-gov,543998,Bachelors,Married-civ-spouse,Adm-clerical,Other-relative,Other,Male,59,Ireland
4114,90,Federal-gov,454388,Assoc-acdm,Married-civ-spouse,Protective-serv,Unmarried,Black,Male,61,Ecuador
4115,69,Private,1435660,5th-6th,Widowed,Sales,Other-relative,Amer-Indian-Eskimo,Male,95,Italy
4116,18,Local-gov,227994,Masters, Separated,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,22,France
4117,17,Private,25031,HS-grad,Never-married,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,75,Outlying-US(Guam-USVI-etc)
4118,23,Self-emp-not-inc,1397217,HS-grad,Never-married,Armed-Forces,Husband,White,Male,6,India
4119,44,Local-gov,455395,12th,Divorced,Armed-Forces,Unmarried,Amer-Indian-Eskimo,Male,51,El-Salvador
4120,83,State-gov,376120,12th,Widowed,Farming-fishing,Own-child,White,Male,22,Hong
4121,19,Federal-gov,621555,Doctorate,Married-spouse-absent,Sales,Unmarried,Amer-Indian-Eskimo,Male,79,South
4122,57,Federal-gov,385958,Preschool,Married-spouse-absent,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,5,Guatemala
4123,48,Self-emp-inc,260687,Masters,Married-spouse-absent,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,93,Laos
4124,25,Local-gov,1241113,Masters, Separated,Priv-house-serv,Wife,Amer-Indian-Eskimo,Male,81,Trinadad&Tobago
4125,27,Self-emp-not-inc,1448998,11th,Married-AF-spouse,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,56,Thailand
4126,18,Local-gov,1016703,1st-4th,Never-married,Tech-support,Other-relative,Amer-Indian-Eskimo,Male,56,Nicaragua
4127,85,Federal-gov,89935,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Own-child,Other,Male,74,Cuba
4128,57,Local-gov,732203,Some-college,Never-married,Armed-Forces,Wife,Amer-Indian-Eskimo,Male,82,Nicaragua
4129,26,State-gov,636684,1st-4th,Divorced,Priv-house-serv,Own-child,Black,Male,80,Dominican-Republic
4130,36,Federal-gov,368292,11th,Married-AF-spouse,Exec-managerial,Other-relative,Other,Male,90,South
4131,37,Federal-gov,380612,Bachelors,Married-AF-spouse,Adm-clerical,Own-child,Other,Male,10,El-Salvador
4132,65,Without-pay,961984,5th-6th,Married-civ-spouse,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Male,81,Greece
4133,57,Without-pay,1127198,HS-grad, Separated,Exec-managerial,Own-child,Black,Male,48,Cuba
